,Unnamed: 0,id,text,Hashtags,date,retweets,likes,follower_count
29,29.0,1373417830830518281,"message to # @ elonmusk and # @ tesla, I need a Tesla so please let me know when it's ready thanks, #ElonMusk… https://t.co/nMov5JVvYO","[{'text': 'ElonMusk', 'indices': [100, 109]}]",2021-03-20 23:35:02,0.0,1.0,
30,30.0,1373417816125272068,@tobilindh But why store it then? I was thinking that given the prolonged negotiations over #GigaBerlin water suppl… https://t.co/tnPFnfHxB6,"[{'text': 'GigaBerlin', 'indices': [92, 103]}]",2021-03-20 23:34:58,0.0,0.0,
31,31.0,1373417439975849987,So my father in law got home with his new #Tesla #Model3 and had his NEMA 14-50 outlet already installed. He goes t… https://t.co/oc7CRLWZgO,"[{'text': 'Tesla', 'indices': [42, 48]}, {'text': 'Model3', 'indices': [49, 56]}]",2021-03-20 23:33:29,1.0,136.0,
32,32.0,1373417347252371456,"RT @dogeclimber: Find someone who looks at you the way @ElonMusk looks at #Doge.

#Dogecoin #DogecoinRise #Tesla https://t.co/UQ10RTfzIt","[{'text': 'Doge', 'indices': [74, 79]}, {'text': 'Dogecoin', 'indices': [82, 91]}, {'text': 'DogecoinRise', 'indices': [92, 105]}, {'text': 'Tesla', 'indices': [106, 112]}]",2021-03-20 23:33:07,11.0,0.0,
33,33.0,1373417117400305671,"RT @dogeclimber: Find someone who looks at you the way @ElonMusk looks at #Doge.

#Dogecoin #DogecoinRise #Tesla https://t.co/UQ10RTfzIt","[{'text': 'Doge', 'indices': [74, 79]}, {'text': 'Dogecoin', 'indices': [82, 91]}, {'text': 'DogecoinRise', 'indices': [92, 105]}, {'text': 'Tesla', 'indices': [106, 112]}]",2021-03-20 23:32:12,11.0,0.0,
34,34.0,1373416824025407491,"Turn it up to 11! 
First up on the roadtrip soundtrack, I’ve got @shakira radio on @Spotify cranked all the way!
Wa… https://t.co/Aj2D98ES0q",[],2021-03-20 23:31:02,0.0,3.0,
35,35.0,1373416683252162566,"RT @Schuldensuehner: Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, company c…","[{'text': 'Tesla', 'indices': [54, 60]}]",2021-03-20 23:30:28,61.0,0.0,
36,36.0,1373416633222496256,RT @Teslaconomics: All these little fuckboys that were shorting and waiting for lower prices are about to get their heads ripped off next w…,[],2021-03-20 23:30:16,13.0,0.0,
37,37.0,1373416589199032328,"$TSLA winnings on #BTC so far🙌

$997352571 (66.49 %)
(Estimating an average buy price of $35000/BTC with 43,000 BTC… https://t.co/XzpaqzbK7i","[{'text': 'BTC', 'indices': [18, 22]}]",2021-03-20 23:30:06,0.0,2.0,
38,38.0,1373416512913076235,"RT @POODLETOKEN: @elonmusk @BoredElonMusk Cause thunder always comes after lightningg! KA-CHOW

#tesla #cybertruck #crypto $POODL #hoodlthe…","[{'text': 'tesla', 'indices': [96, 102]}, {'text': 'cybertruck', 'indices': [103, 114]}, {'text': 'crypto', 'indices': [115, 122]}]",2021-03-20 23:29:48,24.0,0.0,
39,39.0,1373416384013742086,"RT @Schuldensuehner: Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, company c…","[{'text': 'Tesla', 'indices': [54, 60]}]",2021-03-20 23:29:17,61.0,0.0,
40,40.0,1373416273648975880,"RT @Schuldensuehner: Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, company c…","[{'text': 'Tesla', 'indices': [54, 60]}]",2021-03-20 23:28:51,61.0,0.0,
41,41.0,1373416208393994243,"#ARKInvest's @CathieDWood is making #MarganStanley's Adam Jonas looking like a #Tesla bear...
#ARK $TSLA $ARKK… https://t.co/q4ALJ92Ozr","[{'text': 'ARKInvest', 'indices': [0, 10]}, {'text': 'MarganStanley', 'indices': [36, 50]}, {'text': 'Tesla', 'indices': [79, 85]}, {'text': 'ARK', 'indices': [94, 98]}]",2021-03-20 23:28:35,0.0,0.0,
42,42.0,1373416133307604993,"I responded to a couple of tweets. Hoping we will gain some tract action🙏

#nfts #nftart #nftartist #nftcollector… https://t.co/I0WO3mazS9","[{'text': 'nfts', 'indices': [75, 80]}, {'text': 'nftart', 'indices': [81, 88]}, {'text': 'nftartist', 'indices': [89, 99]}, {'text': 'nftcollector', 'indices': [100, 113]}]",2021-03-20 23:28:17,0.0,4.0,
43,43.0,1373416107004944390,"RT @dogeclimber: Find someone who looks at you the way @ElonMusk looks at #Doge.

#Dogecoin #DogecoinRise #Tesla https://t.co/UQ10RTfzIt","[{'text': 'Doge', 'indices': [74, 79]}, {'text': 'Dogecoin', 'indices': [82, 91]}, {'text': 'DogecoinRise', 'indices': [92, 105]}, {'text': 'Tesla', 'indices': [106, 112]}]",2021-03-20 23:28:11,11.0,0.0,
44,44.0,1373415976956465156,"RT @hugojpinto: Hey @elonmusk / @Tesla - wouldn't an European launch for the new Roadster in sunny Lisbon, Portugal 🇵🇹, be absolutely marve…",[],2021-03-20 23:27:40,33.0,0.0,
45,45.0,1373415781216759810,"RT @TeslaNY: Another Tesla taxi spotted in NYC! 🚕🔋🗽 https://t.co/e08wwjnviB $TSLA #Tesla #Model3 #EV
📷: u/luidorm https://t.co/H0ArqQhyt4","[{'text': 'Tesla', 'indices': [82, 88]}, {'text': 'Model3', 'indices': [89, 96]}, {'text': 'EV', 'indices': [97, 100]}]",2021-03-20 23:26:53,42.0,0.0,
46,46.0,1373415730088054791,"Long #EV and if you've been following along you know I'm long $TSLA and $FUV specifically ⚡️⚡️

This week the candl… https://t.co/pjT3e8wpYK","[{'text': 'EV', 'indices': [5, 8]}]",2021-03-20 23:26:41,0.0,0.0,
47,47.0,1373415345185198080,"Hey @elonmusk , wen update? 

You mentioned back during the Xmas #Tesla update that the second half of the update w… https://t.co/736XY3oPdt","[{'text': 'Tesla', 'indices': [65, 71]}]",2021-03-20 23:25:09,0.0,0.0,
48,48.0,1373415318807265282,#Tesla Mobile App Lets Owners Melt Snow Off Cars Remotely https://t.co/2NTe1Xt7db by InsideEVs,"[{'text': 'Tesla', 'indices': [0, 6]}]",2021-03-20 23:25:03,0.0,0.0,
49,49.0,1373415108668387330,"RT @Schuldensuehner: Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, company c…","[{'text': 'Tesla', 'indices': [54, 60]}]",2021-03-20 23:24:13,61.0,0.0,
50,50.0,1373415095087333377,"RT @Businesblog5: Cathie Wood’s Ark Has a New Price Target for Tesla: $3,000 https://t.co/PoFz7xHjX8 #CathieWoods #Tesla #Bitcoin https://t…","[{'text': 'CathieWoods', 'indices': [101, 113]}, {'text': 'Tesla', 'indices': [114, 120]}, {'text': 'Bitcoin', 'indices': [121, 129]}]",2021-03-20 23:24:10,7.0,0.0,
51,51.0,1373415088967802885,"Flaps fully extended🚀Credit to @tmahlman on twitter! Check him out on Instagram for more Starship photos!
.
.… https://t.co/N6X6oR8Tiz",[],2021-03-20 23:24:08,0.0,1.0,
52,52.0,1373415009657749507,@tobilindh Thanks! Both sides of the #Tesla #Gigaberlin air cleaning facility has a total of 10 multi-cubicmeter bu… https://t.co/u4dOAVAWo8,"[{'text': 'Tesla', 'indices': [37, 43]}, {'text': 'Gigaberlin', 'indices': [44, 55]}]",2021-03-20 23:23:49,0.0,1.0,
53,53.0,1373414816564576259,"RT @POODLETOKEN: @elonmusk @BoredElonMusk Cause thunder always comes after lightningg! KA-CHOW

#tesla #cybertruck #crypto $POODL #hoodlthe…","[{'text': 'tesla', 'indices': [96, 102]}, {'text': 'cybertruck', 'indices': [103, 114]}, {'text': 'crypto', 'indices': [115, 122]}]",2021-03-20 23:23:03,24.0,0.0,
54,54.0,1373414229835923458,"RT @dogeclimber: Find someone who looks at you the way @ElonMusk looks at #Doge.

#Dogecoin #DogecoinRise #Tesla https://t.co/UQ10RTfzIt","[{'text': 'Doge', 'indices': [74, 79]}, {'text': 'Dogecoin', 'indices': [82, 91]}, {'text': 'DogecoinRise', 'indices': [92, 105]}, {'text': 'Tesla', 'indices': [106, 112]}]",2021-03-20 23:20:43,11.0,0.0,
55,55.0,1373414124017831939,"RT @dogeclimber: Find someone who looks at you the way @ElonMusk looks at #Doge.

#Dogecoin #DogecoinRise #Tesla https://t.co/UQ10RTfzIt","[{'text': 'Doge', 'indices': [74, 79]}, {'text': 'Dogecoin', 'indices': [82, 91]}, {'text': 'DogecoinRise', 'indices': [92, 105]}, {'text': 'Tesla', 'indices': [106, 112]}]",2021-03-20 23:20:18,11.0,0.0,
56,56.0,1373414091537084421,"RT @LucWaterlot: How it ended...
#tesla #model3 #tsunami
#Happiness #europe #loveit https://t.co/RX4a4VsbGp","[{'text': 'tesla', 'indices': [33, 39]}, {'text': 'model3', 'indices': [40, 47]}, {'text': 'tsunami', 'indices': [48, 56]}, {'text': 'Happiness', 'indices': [57, 67]}, {'text': 'europe', 'indices': [68, 75]}, {'text': 'loveit', 'indices': [76, 83]}]",2021-03-20 23:20:10,16.0,0.0,
57,57.0,1373413895239565312,"RT @dogeclimber: Find someone who looks at you the way @ElonMusk looks at #Doge.

#Dogecoin #DogecoinRise #Tesla https://t.co/UQ10RTfzIt","[{'text': 'Doge', 'indices': [74, 79]}, {'text': 'Dogecoin', 'indices': [82, 91]}, {'text': 'DogecoinRise', 'indices': [92, 105]}, {'text': 'Tesla', 'indices': [106, 112]}]",2021-03-20 23:19:24,11.0,0.0,
58,58.0,1373413424181444614,"RT @EvaFoxU: .@ElonMusk Talks AI, 3D Tunnels, Autonomous Vehicles &amp; More at China Development Forum 2021 🇨🇳

#Tesla 
https://t.co/dPfKi0ojsh","[{'text': 'Tesla', 'indices': [113, 119]}]",2021-03-20 23:17:31,26.0,0.0,
59,59.0,1373413320942817283,"RT @dogeclimber: Find someone who looks at you the way @ElonMusk looks at #Doge.

#Dogecoin #DogecoinRise #Tesla https://t.co/UQ10RTfzIt","[{'text': 'Doge', 'indices': [74, 79]}, {'text': 'Dogecoin', 'indices': [82, 91]}, {'text': 'DogecoinRise', 'indices': [92, 105]}, {'text': 'Tesla', 'indices': [106, 112]}]",2021-03-20 23:17:07,11.0,0.0,
60,60.0,1373413232807866370,RT @brandonee916: #fsdbeta lunch with @CodingMark Enjoying some amazing Mexican food and #tesla talk 🎉 https://t.co/w3conL6hE8,"[{'text': 'fsdbeta', 'indices': [18, 26]}, {'text': 'tesla', 'indices': [89, 95]}]",2021-03-20 23:16:46,1.0,0.0,
61,61.0,1373413232283578369,"Find someone who looks at you the way @ElonMusk looks at #Doge.

#Dogecoin #DogecoinRise #Tesla https://t.co/UQ10RTfzIt","[{'text': 'Doge', 'indices': [57, 62]}, {'text': 'Dogecoin', 'indices': [65, 74]}, {'text': 'DogecoinRise', 'indices': [75, 88]}, {'text': 'Tesla', 'indices': [89, 95]}]",2021-03-20 23:16:46,11.0,26.0,
62,62.0,1373413185714221057,#fsdbeta lunch with @CodingMark Enjoying some amazing Mexican food and #tesla talk 🎉 https://t.co/w3conL6hE8,"[{'text': 'fsdbeta', 'indices': [0, 8]}, {'text': 'tesla', 'indices': [71, 77]}]",2021-03-20 23:16:34,1.0,44.0,
63,63.0,1373413180316086272,RT @RagingBull_187: $OZSC crew at a lodge for the weekend at work discussing future plans I like the transparency of the CEO showing his fa…,[],2021-03-20 23:16:33,6.0,0.0,
64,64.0,1373413173013970944,"Without knowing the entire calculative process, it's difficult to discredit the result that ARK published for Tesla… https://t.co/4hJgHS8oks",[],2021-03-20 23:16:31,0.0,0.0,
65,65.0,1373412778220916741,"RT @Schuldensuehner: Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, company c…","[{'text': 'Tesla', 'indices': [54, 60]}]",2021-03-20 23:14:57,61.0,0.0,
66,66.0,1373412740224712716,RT @RagingBull_187: $MVIS Microvision CEO Sumit Sharma expects their companies long rang Lidar sensors which has been in development for 2…,[],2021-03-20 23:14:48,1.0,0.0,
67,67.0,1373412618229125120,"RT @hugojpinto: Hey @elonmusk / @Tesla - wouldn't an European launch for the new Roadster in sunny Lisbon, Portugal 🇵🇹, be absolutely marve…",[],2021-03-20 23:14:19,33.0,0.0,
68,68.0,1373411723047276546,"RT @POODLETOKEN: @elonmusk @BoredElonMusk Cause thunder always comes after lightningg! KA-CHOW

#tesla #cybertruck #crypto $POODL #hoodlthe…","[{'text': 'tesla', 'indices': [96, 102]}, {'text': 'cybertruck', 'indices': [103, 114]}, {'text': 'crypto', 'indices': [115, 122]}]",2021-03-20 23:10:46,24.0,0.0,
69,69.0,1373411580130525184,"RT @Schuldensuehner: Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, company c…","[{'text': 'Tesla', 'indices': [54, 60]}]",2021-03-20 23:10:12,61.0,0.0,
70,70.0,1373411359451385856,"RT @Schuldensuehner: Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, company c…","[{'text': 'Tesla', 'indices': [54, 60]}]",2021-03-20 23:09:19,61.0,0.0,
71,71.0,1373410954092875783,"RT @DIEBO37: China to Restrict #Tesla Use by #Military and State Employees Over #Privacy Concerns #China #Security #Technology #𝒟𝒾𝑒𝒷𝒪7
http…","[{'text': 'Tesla', 'indices': [31, 37]}, {'text': 'Military', 'indices': [45, 54]}, {'text': 'Privacy', 'indices': [80, 88]}, {'text': 'China', 'indices': [98, 104]}, {'text': 'Security', 'indices': [105, 114]}, {'text': 'Technology', 'indices': [115, 126]}, {'text': '𝒟𝒾𝑒𝒷𝒪7', 'indices': [127, 134]}]",2021-03-20 23:07:42,16.0,0.0,
72,72.0,1373410879606169600,"RT @POODLETOKEN: @elonmusk @BoredElonMusk Cause thunder always comes after lightningg! KA-CHOW

#tesla #cybertruck #crypto $POODL #hoodlthe…","[{'text': 'tesla', 'indices': [96, 102]}, {'text': 'cybertruck', 'indices': [103, 114]}, {'text': 'crypto', 'indices': [115, 122]}]",2021-03-20 23:07:25,24.0,0.0,
73,73.0,1373410824321167362,"RT @MarcoDaCostaFX: $ARK 🇺🇸 #CathyWood’s ⁦@ARKInvest⁩ has a new price target on $TSLA its now $3,000. #Tesla ⁦@TashaARK⁩  https://t.co/MF7A…","[{'text': 'CathyWood', 'indices': [28, 38]}, {'text': 'Tesla', 'indices': [102, 108]}]",2021-03-20 23:07:11,1.0,0.0,
74,74.0,1373410567180972034,"RT @POODLETOKEN: @elonmusk @BoredElonMusk Cause thunder always comes after lightningg! KA-CHOW

#tesla #cybertruck #crypto $POODL #hoodlthe…","[{'text': 'tesla', 'indices': [96, 102]}, {'text': 'cybertruck', 'indices': [103, 114]}, {'text': 'crypto', 'indices': [115, 122]}]",2021-03-20 23:06:10,24.0,0.0,
75,75.0,1373410528199127041,"RT @42how_: #Tesla #ElonMusk to attend the China Development Forum 2021, which will be held from March 20 to 22, along with Oliver Zipse of…","[{'text': 'Tesla', 'indices': [12, 18]}, {'text': 'ElonMusk', 'indices': [19, 28]}]",2021-03-20 23:06:01,4.0,0.0,
76,76.0,1373410069325447168,"$ARK 🇺🇸 #CathyWood’s ⁦@ARKInvest⁩ has a new price target on $TSLA its now $3,000. #Tesla ⁦@TashaARK⁩  https://t.co/MF7AX3pCkl","[{'text': 'CathyWood', 'indices': [8, 18]}, {'text': 'Tesla', 'indices': [82, 88]}]",2021-03-20 23:04:11,1.0,0.0,
77,77.0,1373409939834744847,RT @usfjx: #Bitcoin vs #Tesla part II updated for #arkinvest numbers.  So where do you wanna invest?  Ditch #BTC to buy $TSLA or vice versa…,"[{'text': 'Bitcoin', 'indices': [11, 19]}, {'text': 'Tesla', 'indices': [23, 29]}, {'text': 'arkinvest', 'indices': [50, 60]}, {'text': 'BTC', 'indices': [108, 112]}]",2021-03-20 23:03:41,3.0,0.0,
78,78.0,1373409886810251264,RT @RagingBull_187: $OZSC crew at a lodge for the weekend at work discussing future plans I like the transparency of the CEO showing his fa…,[],2021-03-20 23:03:28,6.0,0.0,
79,79.0,1373409863334780934,"RT @HYPEBEAST: Meet the #Tesla disguised Ranger Rover classic. 
Photo: E.C.D. Automotive Design 

Details: https://t.co/mlbgD5gHz9 https://…","[{'text': 'Tesla', 'indices': [24, 30]}]",2021-03-20 23:03:22,69.0,0.0,
80,80.0,1373409772452642817,"RT @Schuldensuehner: Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At that price, company c…","[{'text': 'Tesla', 'indices': [54, 60]}]",2021-03-20 23:03:01,61.0,0.0,
81,81.0,1373409709923831810,$OZSC crew at a lodge for the weekend at work discussing future plans I like the transparency of the CEO showing hi… https://t.co/zof2bPGuFa,[],2021-03-20 23:02:46,6.0,20.0,
82,82.0,1373409539530235904,RT @DogeCoin_Boom: i smell over $ 50.00 end of 2021 or earlier 😍📈🚀💯🤝🐕 $DOGE #dogecoin #doge #elonmusk #tesla,"[{'text': 'dogecoin', 'indices': [76, 85]}, {'text': 'doge', 'indices': [86, 91]}, {'text': 'elonmusk', 'indices': [92, 101]}, {'text': 'tesla', 'indices': [102, 108]}]",2021-03-20 23:02:05,5.0,0.0,
83,83.0,1373409363306684422,"RT @DIEBO37: China to Restrict #Tesla Use by #Military and State Employees Over #Privacy Concerns #China #Security #Technology #𝒟𝒾𝑒𝒷𝒪7
http…","[{'text': 'Tesla', 'indices': [31, 37]}, {'text': 'Military', 'indices': [45, 54]}, {'text': 'Privacy', 'indices': [80, 88]}, {'text': 'China', 'indices': [98, 104]}, {'text': 'Security', 'indices': [105, 114]}, {'text': 'Technology', 'indices': [115, 126]}, {'text': '𝒟𝒾𝑒𝒷𝒪7', 'indices': [127, 134]}]",2021-03-20 23:01:23,16.0,0.0,
84,84.0,1373409275570180102,#Russian pleads guilty to #Tesla #ransomware plot https://t.co/MsNUlLLNSW,"[{'text': 'Russian', 'indices': [0, 8]}, {'text': 'Tesla', 'indices': [26, 32]}, {'text': 'ransomware', 'indices': [33, 44]}]",2021-03-20 23:01:02,0.0,0.0,
85,85.0,1373409206393536513,"Cathie Wood’s Ark Invest expects #Tesla to hit $3,000 by 2025, up from current price of $655. At t https://t.co/AHhOkFRvu9","[{'text': 'Tesla', 'indices': [33, 39]}]",2021-03-20 23:00:46,0.0,0.0,
86,86.0,1373409167214587907,#Tesla Korean individual investors hold 13.4 million shares of Tesla according to data submitted by the Korea Securities Depository.,"[{'text': 'Tesla', 'indices': [0, 6]}]",2021-03-20 23:00:36,0.0,0.0,
